,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
4289,NTR,@ntrzacatecas,2022-11-06T22:08:15.000Z,"NTR
@ntrzacatecas
¶ú
6 nov. 2022","#AlertaRoja #Zacatecas  Minutos despuÇ¸s de las 14 horas de este domingo, un hombre fue asesinado a balazos dentro de su domicilio particular, ubicado en la calle Brigada Benito JuÇ­rez, en la colonia La Toma de Zacatecas. #NTR  

https://ntrzacatecas.com/2022/11/06/acribillan-a-un-hombre-en-la-toma-de-zacatecas/ƒ?İ",Ğ??ù,,,2,"['https://pbs.twimg.com/media/Fg6b6m1X0AEsNYU?format=jpg&name=small', 'https://pbs.twimg.com/media/Fg6b6mrWYAEdkgN?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fg6b6m1XgAA_zlg?format=jpg&name=360x360']",https://twitter.com/ntrzacatecas/status/1589379160170205184
4290,El Universal,@El_Universal_Mx,2022-11-06T19:00:01.000Z,"El Universal
@El_Universal_Mx
¶ú
6 nov. 2022",En los cuatro aÇños de esta administraciÇün han sido eliminados o se le han quitado 103 mil 777 millones de pesos a programas relacionados con el aprendizaje en educaciÇün bÇ­sica para ser destinados a las Becas para el Bienestar Benito JuÇ­rez #NotaPlus,,1,14,21,['https://pbs.twimg.com/card_img/1648168175543123969/HlCpSROV?format=jpg&name=small'],https://twitter.com/El_Universal_Mx/status/1589331787951484929
4291,OVIAL_SSCCDMX,@OVIALCDMX,2022-11-06T22:49:42.000Z,"OVIAL_SSCCDMX
@OVIALCDMX
¶ú
6 nov. 2022","16:49 #PrecauciÇünVial | Se registra percance vehicular en La Morena a la altura de AnaxÇ­goras, col. Narvarte, alcaldÇğa Benito JuÇ­rez, servicios de emergencia laboran en el lugar. #AlternativaVial Xola.",,,,3,['https://pbs.twimg.com/ext_tw_video_thumb/1589389510554656768/pu/img/HjDn-M34BSw3Q0OR.jpg'],https://twitter.com/OVIALCDMX/status/1589389589822611456
4292,Julian,@TheRealJC2,2022-11-06T19:02:00.000Z,"Julian
@TheRealJC2
¶ú
6 nov. 2022","@BBVA_Mex
 pasÇ¸ a un cajero sobre eje 8 133, Benito JuÇ­rez, CDMX y hay un fulano repartiendo gel a los que entran. !Super peligroso que estÇ¸ alguien ahÇğ!. MÇ­s en estos tiempos de inseguridad",,,,1,[],https://twitter.com/TheRealJC2/status/1589332288063488001
4293,Gabriela Campos Torres,@gcampost,2022-11-06T17:01:10.000Z,"Gabriela Campos Torres
@gcampost
¶ú
6 nov. 2022","Zona Vino  
@davepippo
 (@ PeriÇüdico 
@ReformaCom
 in Benito JuÇ­rez, DF)",Ğ?ú Ğ?ú,,,1,['https://pbs.twimg.com/card_img/1636329845834563585/ysE2j9Tv?format=png&name=240x240'],https://twitter.com/gcampost/status/1589301880974352385
4294,fAbY,@fabysc,2022-11-06T05:59:39.000Z,"fAbY
@fabysc
¶ú
5 nov. 2022","Casi en casa gracias a Dios (@ Mexico City Benito JuÇ­rez International Airport - 
@aicm_mx
 in Venustiano Carranza, DF)",,,,1,['https://pbs.twimg.com/card_img/1638866559379677189/PSLboET5?format=png&name=240x240'],https://twitter.com/fabysc/status/1589135404254613506
4295,El Sol de Hidalgo,@ElSoldeHgo,2022-11-06T18:45:49.000Z,"El Sol de Hidalgo
@ElSoldeHgo
¶ú
6 nov. 2022","#Policiaca Ejecutan a hombre en la colonia Benito JuÇ­rez, de Actopan, la persona ejecutada se encontraba debajo de un vehÇğculo de color negro a la altura de la cajuela.",Ğ??ù,,,,[],https://twitter.com/ElSoldeHgo/status/1589328215973236737
4296,El Sol de Tulancingo,@SoldeTulancingo,2022-11-06T18:46:40.000Z,"El Sol de Tulancingo
@SoldeTulancingo
¶ú
6 nov. 2022","#Policiaca Ejecutan a hombre en la colonia Benito JuÇ­rez, de Actopan, la persona ejecutada se encontraba debajo de un vehÇğculo de color negro a la altura de la cajuela.",Ğ??ù,,,,[],https://twitter.com/SoldeTulancingo/status/1589328431199690755
4297,TV Azteca Quintana Roo,@AztecaQRoo,2022-11-06T23:01:00.000Z,"TV Azteca Quintana Roo
@AztecaQRoo
¶ú
6 nov. 2022", Benito JuÇ­rez se convierte en el primer Ayuntamiento en elevar sus plataformas digitales y #redessociales a patrimonio municipal. ¶¨En quÇ¸ consiste?   ¶­AquÇğ todos los detalles! ,Ğ?? Ğ??ñ Ğ??© Ğ?Ï? ƒª? Ğ???,,,,[],https://twitter.com/AztecaQRoo/status/1589392433770631171
4298,infoqroo.com,@infoqroomex,2022-11-06T00:05:10.000Z,"infoqroo.com
@infoqroomex
¶ú
5 nov. 2022","Relizan trabajos de #prevenciÇün y #vigilancia en distintas supermanzanas de Benito JuÇ­rez,  en especial en zonas de mayor incidencia delictiva.",,,,,[],https://twitter.com/infoqroomex/status/1589046192985579522
4299,Adelante Diriomo 2,@AdelanteDiriom2,2022-11-06T23:45:30.000Z,"Adelante Diriomo 2
@AdelanteDiriom2
¶ú
6 nov. 2022","Familias comprometidas con sus municipios acuden a ejercer su derecho al voto en estas elecciones municipales al centro de educaciÇün Benito JuÇ­rez en el municipio de #Diriomo
#EleccionesSoberanas2022 #Nicaragua",,,2,2,"['https://pbs.twimg.com/media/Fg6yFusX0Acnbry?format=jpg&name=small', 'https://pbs.twimg.com/media/Fg6yFuzXkAAodyR?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fg6yFusWYAAdrGu?format=jpg&name=360x360']",https://twitter.com/AdelanteDiriom2/status/1589403635259445248
4300,@telediario,@telediario,2022-11-06T01:33:08.000Z,"@telediario
@telediario
¶ú
5 nov. 2022"," La seÇñora Bertha de 87 aÇños, fue despojada de su hogar en la alcaldÇğa Benito JuÇ­rez en #CdMx, por uno de sus siete hijos

 Sigue informado en el #TelediarioNocturno con 
@priscilacantu
 y 
@danielhsaldivar",ƒ?ô Ğ??§,2,14,51,['https://pbs.twimg.com/amplify_video_thumb/1589067876966625281/img/3fuISsgHKda_1nW5.jpg'],https://twitter.com/telediario/status/1589068332606492672
4301,Irma Cardoso Ventura,@IrmaCardosoVen1,2022-11-06T18:21:52.000Z,"Irma Cardoso Ventura
@IrmaCardosoVen1
¶ú
6 nov. 2022","Respondiendo a 
@todosconEBRARD
 @m_ebrard
 y 10 mÇ­s",,,,1,[],https://twitter.com/IrmaCardosoVen1/status/1589322188460797952
4302,Diario de QuerÇ¸taro,@DiarioQro,2022-11-06T00:36:04.000Z,"Diario de QuerÇ¸taro
@DiarioQro
¶ú
5 nov. 2022"," Este viernes, fue localizada una toma clandestina en una bodega, ubicada en las inmediaciones del parque industrial Benito JuÇ­rez.",Ğ??ù,,,1,[],https://twitter.com/DiarioQro/status/1589053970756272129
4303,Publimetro MÇ¸xico,@PublimetroMX,2022-11-06T22:18:41.000Z,"Publimetro MÇ¸xico
@PublimetroMX
¶ú
6 nov. 2022",#Estados | Seis de cada 10 homicidios que se cometieron en Quintana Roo durante septiembre se registraron en el municipio de Benito JuÇ­rez.,,,,5,[],https://twitter.com/PublimetroMX/status/1589381783312793609
4304,La CrÇünica de Hoy,@LaCronicaDeHoy,2022-11-06T03:00:22.000Z,"La CrÇünica de Hoy
@LaCronicaDeHoy
¶ú
5 nov. 2022","La FiscalÇğa capitalina asegurÇü un predio que fue despojado, se seÇñala, a sus verdaderos propietarios, y junto con Ç¸l una inmensa fuga de agua en la Benito JuÇ­rez.",,,,,[],https://twitter.com/LaCronicaDeHoy/status/1589090285300088832
4305,JesÇ§s RamÇğrez Cuevas,@JesusRCuevas,2022-11-07T14:46:25.000Z,"JesÇ§s RamÇğrez Cuevas
@JesusRCuevas
¶ú
7 nov. 2022","Las Universidades para el Bienestar Benito JuÇ­rez avanzan. Son 145 planteles en todo el paÇğs; 40 de las cuales forman profesionistas de la salud (en 2023 serÇ­n 195). Sus planes de estudio estan registrados ante la DGP de la SEP. Hay 45,581 estudiantes inscritos y 1,168 docentes.",,758,483,918,"['https://pbs.twimg.com/media/Fg-AYiKUoAEu7Rk?format=jpg&name=small', 'https://pbs.twimg.com/media/Fg-AYsMUcAIdGsj?format=jpg&name=small']",https://twitter.com/JesusRCuevas/status/1589630356592136197
4306,Tori Noticias,@tori_noticias,2022-11-07T20:10:14.000Z,"Tori Noticias
@tori_noticias
¶ú
7 nov. 2022","Raquel Sosa ElÇğzaga Coordinadora de las Universidades ""Benito JuÇ­rez"", dio a conocer en la conferencia maÇñanera del presidente AMLO que prÇüximamente se construirÇ­ una Universidad para el Bienestar en Tixtla de Guerrero.",,4,39,46,['https://pbs.twimg.com/media/Fg_Kf0_VsAApZYq?format=jpg&name=small'],https://twitter.com/tori_noticias/status/1589711848034930688
4307,ICIDCA AZCUBA,@ICIDCA3,2022-11-07T23:12:47.000Z,"ICIDCA AZCUBA
@ICIDCA3
¶ú
7 nov. 2022","MSc en EducaciÇün Alberto Cubas PÇ¸rez. Jubilado. Batey Benito JuÇ­rez en Placeta provincia de Villa Clara. PresentÇü en 9 ocasiones en el evento Nacional de Patrimonio  HistÇürico Azucarero, que han sido premiados. #patrimoniohistoricoazucarero #icidca",,1,21,26,['https://pbs.twimg.com/media/Fg_0QXpX0AEKor1?format=jpg&name=small'],https://twitter.com/ICIDCA3/status/1589757789546549249
4308,SorevP,@PGVIVEROS,2022-11-07T03:23:08.000Z,"SorevP
@PGVIVEROS
¶ú
6 nov. 2022","En respuesta a 
@fernandeznorona
 @aifaaero
 y 
@AICM_mx",,,,4,['https://pbs.twimg.com/media/Fg7j_uoWIAAKUpV?format=jpg&name=small'],https://twitter.com/PGVIVEROS/status/1589458404233609216
4309,Gobierno municipal Lerdo,@GobLerdo,2022-11-07T00:55:00.000Z,"Gobierno municipal Lerdo
@GobLerdo
¶ú
6 nov. 2022","Conoce la Hacienda de La Loma, un lugar de historias y leyendas, que por pasillos pasearon personajes como Benito JuÇ­rez y Francisco Villa, en este mismo lugar es donde se conformÇü la DivisiÇün del Norte. 

 Gerardo HernÇ­ndez.",Ğ??ú,,3,9,"['https://pbs.twimg.com/media/Fg7CE7BX0AA6LIc?format=jpg&name=small', 'https://pbs.twimg.com/media/Fg7CFA_XkAM-NDB?format=jpg&name=small', 'https://pbs.twimg.com/media/Fg7CFQiWIAEeOJL?format=jpg&name=small', 'https://pbs.twimg.com/media/Fg7CFgJWQAMv8vN?format=jpg&name=small']",https://twitter.com/GobLerdo/status/1589421122684321793
4310,Lolaa Hergil,@LolaaHergil,2022-11-07T23:45:29.000Z,"Lolaa Hergil
@LolaaHergil
¶ú
7 nov. 2022","El prÇüximo fin de semana se realizarÇ­ la Feria del libro en Benito JuÇ­rez.
Donde se reconocerÇ­n las aportaciones y trayectoria de 2 mujeres del sur de Sonora.
Marian Amavizca y Armando Vega Buitimea.",,,6,11,['https://pbs.twimg.com/media/Fg_7xDSVEAEWwSi?format=jpg&name=small'],https://twitter.com/LolaaHergil/status/1589766015390715904
4311,Luis flako,@Luis22373580,2022-11-07T20:15:52.000Z,"Luis flako
@Luis22373580
¶ú
7 nov. 2022","En respuesta a 
@JesusRCuevas",,,1,6,[],https://twitter.com/Luis22373580/status/1589713266812780544
4312,CrÇünicas de Banqueta,@cronicabanqueta,2022-11-07T16:11:13.000Z,"CrÇünicas de Banqueta
@cronicabanqueta
¶ú
7 nov. 2022","MUSEO DEL FERROCARRIL EN PUEBLA
El 5 de mayo de 1988, se inaugurÇü por el presidente Miguel de la Madrid el Museo Nacional de los Ferrocarriles Mexicanos, teniendo por sede la antigua estaciÇün del Ferrocarril Mexicano y de sus patios, inaugurada a su vez en 1869 por Benito JuÇ­rez.",,,5,25,"['https://pbs.twimg.com/media/Fg-TymBXwAYSCXZ?format=jpg&name=small', 'https://pbs.twimg.com/media/Fg-TytEXoAAbTku?format=jpg&name=small']",https://twitter.com/cronicabanqueta/status/1589651695147286529
4313,OcioMX,@Ocio_MX,2022-11-07T20:02:47.000Z,"OcioMX
@Ocio_MX
¶ú
7 nov. 2022","Tenemos #PasesDobles para ""Bikini redquiem in pacem"". La funciÇün es el prÇüximo JUEVES 10 de noviembre a las 20:00 horas, en el #Teatro Benito JuÇ­rez. EnvÇğa BIKINI y TU NOMBRE COMPLETO a promocionesociodf@gmail.com",,,6,15,['https://pbs.twimg.com/media/Fg_IyrVVIAAsN7c?format=jpg&name=900x900'],https://twitter.com/Ocio_MX/status/1589709970941308928
4314,AgustÇğn Lozano,@tinlozano1,2022-11-07T13:25:09.000Z,"AgustÇğn Lozano
@tinlozano1
¶ú
7 nov. 2022","#maÇñanera | El presidente 
@lopezobrador_
 indicÇü que se entregarÇ­ un informe especial sobre las universidades Benito JuÇ­rez. 
@Notimex",,,12,5,"['https://pbs.twimg.com/media/Fg9tyGeUUAAiPCF?format=jpg&name=900x900', 'https://pbs.twimg.com/media/Fg9tyTFVQAARJVy?format=jpg&name=900x900']",https://twitter.com/tinlozano1/status/1589609906834767872
4315,Instituto Cultural de la Provincia de Buenos Aires,@CulturaPBA,2022-11-07T17:54:08.000Z,"Instituto Cultural de la Provincia de Buenos Aires
@CulturaPBA
¶ú
7 nov. 2022","ƒ??SER ELLASƒ? EN BENITO JUÇREZ 
 
La pieza teatral basada en un encuentro imaginario entre Eva PerÇün, Frida Kahlo y Simone de Beauvoir se presenta este sÇ­bado 12 a las 20 hs en el Teatro Atilio Marinelli.
 
La entrada es libre y gratuita y se entrega por orden de llegada",Ğ??ğ Ğ???,,2,6,['https://pbs.twimg.com/media/Fg-rWDJWAAALGGZ?format=jpg&name=small'],https://twitter.com/CulturaPBA/status/1589677597100998656
4316,Guapo y Rico,@guapoyrico,2022-11-07T14:18:19.000Z,"Guapo y Rico
@guapoyrico
¶ú
7 nov. 2022","En respuesta a 
@Viri_Rios",,1,2,35,[],https://twitter.com/guapoyrico/status/1589623282910699521
4317,RegeneraciÇünMx,@RegeneracionMx,2022-11-07T22:15:00.000Z,"RegeneraciÇünMx
@RegeneracionMx
¶ú
7 nov. 2022","#VIDEO Durante la maÇñanera, el presidente #AMLO expresÇü su orgullo por el programa de #UBBJ  Universidades del Bienestar Benito JuÇ­rez ya que le da la oportunidad a miles de jÇüvenes de Familias pobresterminar una carrera ¶­Uno de los mejores programas del paÇğs!",Ğ??? Ğ??? Ğ???,2,15,24,['https://pbs.twimg.com/ext_tw_video_thumb/1589697701599334400/pu/img/yjYXUShZHk4p5pQz.jpg'],https://twitter.com/RegeneracionMx/status/1589743245009076235
4318,AgustinAragonL2,@agustinaragonl2,2022-11-07T17:31:54.000Z,"AgustinAragonL2
@agustinaragonl2
¶ú
7 nov. 2022","Se extraÇña la presencia de Pedro SalmerÇün SanginÇ¸s.
Comparto un fragmento de la presentaciÇün del libro Benito JuÇ­rez de su PuÇño y Letra:",,,2,6,['https://pbs.twimg.com/media/Fg-ltQvVQAAE2x4?format=png&name=small'],https://twitter.com/agustinaragonl2/status/1589671999777177602
4319,Lord MolÇ¸cula Oficial,@lordmolecula,2022-11-07T15:07:12.000Z,"Lord MolÇ¸cula Oficial
@lordmolecula
¶ú
7 nov. 2022","Expone el Presidente un resumen del ejercicio presupuestal 2019-2022. Sigue defendiendo a Raquel Sosa y al programa de las Universidades Benito JuÇ­rez. ""Honesta, nada que ver con Otto Granados (...) yo quisiera 100 Raqueles mÇ­s"",",,,5,7,['https://pbs.twimg.com/media/Fg-FHuJWAAAFjn7?format=jpg&name=small'],https://twitter.com/lordmolecula/status/1589635586889244674
4320,Omar Torres,@xiomarta,2022-11-07T01:08:06.000Z,"Omar Torres
@xiomarta
¶ú
6 nov. 2022",La noche estÇ­ como para ponerse bien ansioso por no haber comprado la monografÇğa de Benito JuÇ­rez.,,,,2,[],https://twitter.com/xiomarta/status/1589424418404831233
4321,Juanita Alonso,@JuanitaAlonso_,2022-11-07T19:27:35.000Z,"Juanita Alonso
@JuanitaAlonso_
¶ú
7 nov. 2022","Ayer domingo turistas y habitantes de Cozumel disfrutamos del documental ƒ??La Ruta del MaÇğzƒ? presentado en el parque Benito JuÇ­rez en el marco del intercambio cultural ƒ??Sin Fronterasƒ?, en el que se hace homenaje a los campesinos del paÇğs, en especial a los del estado de Tlaxcala.",,,2,4,"['https://pbs.twimg.com/media/Fg_Au4sX0AImric?format=jpg&name=small', 'https://pbs.twimg.com/media/Fg_AvGYXoAM1Tco?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fg_AvWSXkAAA6xC?format=jpg&name=360x360']",https://twitter.com/JuanitaAlonso_/status/1589701115779899392
4322,@11GduranNtx,@11GduranNtx,2022-11-07T14:40:24.000Z,"@11GduranNtx
@11gduranntx
¶ú
7 nov. 2022","#MaÇñanera Raquel Sosa, titular de las Universidades Benito JuÇ­rez #UBBJ,  manifestÇü que en esta instituciÇün no tenemos ninguna tolerancia a la descriminaciÇün, el abuso en contra de las  poblaciones  vulnerables  y violencia a mujeres.
@Notimex
 @Notimex_TV",,,7,4,['https://pbs.twimg.com/ext_tw_video_thumb/1589627476694732800/pu/img/W6fqoYio0dCSdPkO.jpg'],https://twitter.com/11gduranntx/status/1589628843178196993
4323,Central Equilibrio,@CentralEq,2022-11-07T00:30:00.000Z,"Central Equilibrio
@CentralEq
¶ú
6 nov. 2022",Las cÇ­maras de seguridad de la alcaldÇğa Benito JuÇ­rez grabaron el momento en que un hombre atropellÇü con su camioneta a un par de ladrones que acababan de robarle.,,10,18,98,['https://pbs.twimg.com/card_img/1647496163791126528/GOauBomA?format=jpg&name=small'],https://twitter.com/CentralEq/status/1589414830754045952
4324,Facultad de Derecho,@DerechoUNAMmx,2022-11-07T00:00:00.000Z,"Facultad de Derecho
@DerechoUNAMmx
¶ú
6 nov. 2022","Miles de espaÇñoles huyeron de su paÇğs por la violencia, la Guerra Civil y la dictadura, rendiremos homenaje a Profesores y Poetas exiliados en MÇ¸xico.
 Lunes 7 de noviembre 
 11:30 h
 Auditorio Benito JuÇ­rez",Ğ??? ƒø Ğ??,,3,5,['https://pbs.twimg.com/media/FgvxSVMWQAA1gQl?format=jpg&name=small'],https://twitter.com/DerechoUNAMmx/status/1589407281241673730
4325,@11GduranNtx,@11GduranNtx,2022-11-07T14:04:40.000Z,"@11GduranNtx
@11gduranntx
¶ú
7 nov. 2022","#MaÇñanera La titular de las Universidades Benito JuÇ­rez #UBBJ  manifestÇü que el crecimiento de  estudiantes 45,581 y docentes 1,168  es en este aÇño 2022. 
@Notimex
 @Notimex_TV",,,9,3,[],https://twitter.com/11gduranntx/status/1589619849117900802
4326,Gobierno de MÇ¸xico,@GobiernoMX,2022-11-07T22:44:51.000Z,"Gobierno de MÇ¸xico
@GobiernoMX
¶ú
7 nov. 2022
OrganizaciÇün gubernamental de MÇ¸xico","Zona Sur-Sureste:

ƒ?? Soriana Express Campeche, 942.60 pesos
ƒ?? Soriana SÇ§per Benito JuÇ­rez (QR), 947.30 pesos
ƒ?? Soriana Hiper Oaxaca, 972.10 pesos
ƒ?? Soriana Hiper Centro (Tabasco), 973.40 pesos
ƒ?? Soriana Hiper Tuxtla GutiÇ¸rrez (Chiapas), 994.20

Fuente: 
@Profeco",,2,21,46,['https://pbs.twimg.com/semantic_core_img/1290392753013002240/mWq1iE5L?format=png&name=orig'],https://twitter.com/GobiernoMX/status/1589750757615865856
4327,@11GduranNtx,@11GduranNtx,2022-11-07T14:18:25.000Z,"@11GduranNtx
@11gduranntx
¶ú
7 nov. 2022","#MaÇñanera Raquel Sosa, titular de las Universidades Benito JuÇ­rez #UBBJ,  mencionÇü que la escuela de medicina de #Tlalpan fue afectada por el sismo de 2017, y estamos en espera de hacer una cede definitiva, podrÇğa ser  en #MilpaAlta. 
@Notimex
 @Notimex_TV",,,8,2,['https://pbs.twimg.com/ext_tw_video_thumb/1589621965140131843/pu/img/wiIxDSYBaTNF9PlW.jpg'],https://twitter.com/11gduranntx/status/1589623309553238017
4328,Luis Monroy,@luissmonroy,2022-11-07T15:23:16.000Z,"Luis Monroy
@luissmonroy
¶ú
7 nov. 2022","#MaÇñanera Sobre la insistencia de que Raquel Sosa asistiera a la conferencia matutina, 
@lopezobrador_
 se mostrÇü contento con el programa de las Universidades Benito JuÇ­rez.

""Es uno de los mejores programas del gobierno""
@Notimex
 @Notimex_TV
 #Notimex",,1,7,5,['https://pbs.twimg.com/ext_tw_video_thumb/1589639285761720320/pu/img/2TkuCpqHG1ME6kQV.jpg'],https://twitter.com/luissmonroy/status/1589639630613368833
4329,Crossing y Asuntos PÇ§blicos,@CrossingyAP,2022-11-07T16:14:37.000Z,"Crossing y Asuntos PÇ§blicos
@CrossingyAP
¶ú
7 nov. 2022"," #ConferenciaPresidente | En la #MaÇñanera, se presentaron los precios de los #combustibles y #canastabÇ­sica, asÇğ como el informe del Programa #Universidades para el #Bienestar Benito JuÇ­rez. El presidente 
@lopezobrador_
 hablÇü de #ElenaBurns y la #ReformaElectoral.",Ğ??ø Ğ??½ Ğ??« Ğ?® Ğ??ü Ğ???,,1,2,['https://pbs.twimg.com/media/Fg-UgCbXEAIDoBn?format=jpg&name=900x900'],https://twitter.com/CrossingyAP/status/1589652551322202113
4330,El Universal,@El_Universal_Mx,2022-11-07T13:39:56.000Z,"El Universal
@El_Universal_Mx
¶ú
7 nov. 2022","Raquel Sosa asiste a la maÇñanera para explicar el programa de las Universidades Benito JuÇ­rez, ƒ??totalmente gratuitoƒ? para superar la exclusiÇün https://eluniversal.com.mx/nacion/la-mananera-de-amlo-7-de-noviembre-minuto-minutoƒ?İ",,4,3,5,['https://pbs.twimg.com/media/Fg9xKmCXwAAMj-n?format=jpg&name=small'],https://twitter.com/El_Universal_Mx/status/1589613624728768513
