,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
12198,GILDARDO RAMOS,@GRAMOSOR08,2022-01-01T17:52:03.000Z,"GILDARDO RAMOS
@GRAMOSOR08
¶ú
1 ene. 2022","Departamentos en venta en Benito JuÇ­rez, Quintana Roo | Ubicado al norte de CancÇ§n. EstÇ­ cerca de la Universidad PolitÇ¸cnica por la Av. Arco Norte y el Hospital general, quedando a 5 min. En la zona hay 2 plazas: el CancÇ§n Mall y Plaza HÇ¸roes.
Desde $485,000",,,,,[],https://twitter.com/GRAMOSOR08/status/1477336834204225541
12199,Escudo Urbano C5 Jalisco,@EscudoUrbanoJal,2022-01-01T14:59:02.000Z,"Escudo Urbano C5 Jalisco
@EscudoUrbanoJal
¶ú
1 ene. 2022","CHOQUE  en Zapopan, Col. Benito JuÇ­rez, Carretera  Saltillo y Av   Guadalajara. Tome precauciones",Ğ??? Ğ??¾ Ğ???,,1,3,[],https://twitter.com/EscudoUrbanoJal/status/1477293291712487431
12200,Escudo Urbano C5 Jalisco,@EscudoUrbanoJal,2022-01-01T15:19:25.000Z,"Escudo Urbano C5 Jalisco
@EscudoUrbanoJal
¶ú
1 ene. 2022","CHOQUE  en Zapopan, Col. Benito JuÇ­rez, Carretera A Saltillo y Javier Rojo GÇümez. Tome precauciones",Ğ??? Ğ??¾ Ğ???,,1,2,[],https://twitter.com/EscudoUrbanoJal/status/1477298423678308352
12201,Rodrigo,@RockNox_21,2022-01-01T01:33:45.000Z,"Rodrigo
@RockNox_21
¶ú
31 dic. 2021",Hahahaha lo dice el ratero de la Benito JuÇ­rez.,,,,1,"['https://pbs.twimg.com/profile_images/1527082195726307328/uNN2PGq3_normal.jpg', 'https://pbs.twimg.com/media/FH-XJZ0XMAQT5S5?format=jpg&name=small']",https://twitter.com/RockNox_21/status/1477090638684471300
12202,Octavio Ramirez,@Jorz97,2022-01-01T06:02:47.000Z,"Octavio Ramirez
@Jorz97
¶ú
1 ene. 2022","En respuesta a 
@Sallvatoree",,,,3,[],https://twitter.com/Jorz97/status/1477158339775770625
12203,Apolitico,@luigimorenobau,2022-01-01T13:28:26.000Z,"Apolitico
@luigimorenobau
¶ú
1 ene. 2022","En respuesta a 
@mg_tapia
 y 
@patty_juarez_",,,,2,[],https://twitter.com/luigimorenobau/status/1477270490955845633
12204,ABC NOTICIAS,@ABCNoticiasMex,2022-01-01T18:23:02.000Z,"ABC NOTICIAS
@ABCNoticiasMex
¶ú
1 ene. 2022","#Feliz2022 

Detienen a exrector de la UABJO por presunto desfalco.

Eduardo MartÇğnez es seÇñalado por el presunto desfalco por 90 millones de pesos contra la Universidad AutÇünoma Benito JuÇ­rez de Oaxaca",Ğ???,,1,1,[],https://twitter.com/ABCNoticiasMex/status/1477344631423737867
12205,MEDICALCARE_911,@medicalcare_911,2022-01-01T06:53:49.000Z,"MEDICALCARE_911
@medicalcare_911
¶ú
1 ene. 2022","En respuesta a 
@GobCDMX
 y 
@SSaludCdMx",,1,,3,[],https://twitter.com/medicalcare_911/status/1477171185955786756
12206,serch,@serchserch,2022-01-01T17:36:13.000Z,"serch
@serchserch
¶ú
1 ene. 2022",EstÇ­n buenas las nuevas Ecobici ademÇ­s dicen que habrÇ­ expansiÇün en CoyoacÇ­n y ojalÇ­ tambiÇ¸n las zonas de la Benito JuÇ­rez dÇünde aÇ§n no llega  https://vm.tiktok.com/ZM8KpKHdP/,ƒ?ó Ğ??¾,1,,,[],https://twitter.com/serchserch/status/1477332849346990086
12207,Becas Benito JuÇ­rez Tamaulipas,@BBBJ_Tamaulipas,2022-01-01T14:14:40.000Z,"Becas Benito JuÇ­rez Tamaulipas
@BBBJ_Tamaulipas
¶ú
1 ene. 2022","Desde la CoordinaciÇün Nacional de Becas para el Bienestar Benito JuÇ­rez deseamos que tÇ§ y tu familia se encuentren con bien y disfruten de paz y alegrÇğa.
 
Y que en este 2022 alcances todas las metas que te propongas. 

 ¶­Feliz AÇño Nuevo! ",Ğ??? ƒ?ù ƒ?ù Ğ??? ƒ?ù ƒ?ù,,1,1,"['https://pbs.twimg.com/profile_images/1543297996242255872/Rody7xc5_normal.jpg', 'https://pbs.twimg.com/media/FH_FpYKWUAEZugf?format=jpg&name=small']",https://twitter.com/BBBJ_Tamaulipas/status/1477282126240301056
12208,Clau,@ClotildeArgenta,2022-01-01T22:23:02.000Z,"Clau
@ClotildeArgenta
¶ú
1 ene. 2022","En respuesta a 
@elprofeagop
 y 
@AgopKaragoz",,,3,1,['https://pbs.twimg.com/ext_tw_video_thumb/1477404985868574722/pu/img/SyUKCR7MIHkLoxHc.jpg'],https://twitter.com/ClotildeArgenta/status/1477405027232747523
12209,Antonio Attolini Murra,@AntonioAttolini,2022-01-01T07:42:42.000Z,"Antonio Attolini Murra
@AntonioAttolini
¶ú
1 ene. 2022","En respuesta a 
@VivancoJM",Ğ??û,,4,13,[],https://twitter.com/AntonioAttolini/status/1477183487249629188
12210,Diario EvoluciÇün,@EvolucionDiario,2022-01-01T16:39:11.000Z,"Diario EvoluciÇün
@EvolucionDiario
¶ú
1 ene. 2022","Vamos a recuperar la seguridad de Almoloya de JuÇ­rez, no habrÇ­ mÇ­s corrupciÇün: Ç?scar SÇ­nchez",,,1,2,['https://pbs.twimg.com/card_img/1647100742514114560/8KbHZW5A?format=jpg&name=small'],https://twitter.com/EvolucionDiario/status/1477318496325353477
12211,Silvia Ruiz Reyes,@silviaruizreyes,2022-01-01T19:50:40.000Z,"Silvia Ruiz Reyes
@silviaruizreyes
¶ú
1 ene. 2022","Estrena sonrisa este 2022. Brackets 2x1 en clÇğnica Orthosmile
Dra Silvia Ruiz ortodoncista http://certificada.www.clinicorthos.com.mx 
Calle oso127 oficina 403. Colonia Del Valle. Benito JuÇ­rez 
WhatsApp 
55 8677 8060",,,,,[],https://twitter.com/silviaruizreyes/status/1477366683815792652
12212,Sumario Yucatan,@sumario_yucatan,2022-01-01T19:53:46.000Z,"Sumario Yucatan
@sumario_yucatan
¶ú
1 ene. 2022","PRIMEROS YUCATECAS Y YUCATECOS DE 2022: Con 3,250 kilos y a las 00:36 horas de hoy  inaugurÇü con su nacimiento el aÇño 2022 un bebÇ¸ varÇün que naciÇü en el Hospital Oƒ??HorÇ­n. Minutos despuÇ¸s, a las 00:46 am, en el Benito JuÇ­rez del IMSS nacÇğa otro varÇün, con 2,610 kilos (ƒ?İ)",,1,,2,['https://pbs.twimg.com/media/FICp4QaWUAg3D1o?format=jpg&name=small'],https://twitter.com/sumario_yucatan/status/1477367466250706945
12213,DIF Benito JuÇ­rez,@DIF_Cancun,2022-01-01T11:04:28.000Z,"DIF Benito JuÇ­rez
@DIF_Cancun
¶ú
1 ene. 2022","El DIF Benito JuÇ­rez, les desea a todas y todos los #BenitoJuarenses un aÇño de prosperidad, salud, paz y armonÇğa.

¶­Que se cumplan todos sus sueÇños!

Por un 2022 prÇüspero, mantengamos #VivaLaEsperanza.",,,1,2,['https://pbs.twimg.com/media/FIAwuwZXsAAMHzd?format=jpg&name=small'],https://twitter.com/DIF_Cancun/status/1477234262847983616
12214,@Escaparatepolitico,@Escaparatepolitico,2022-01-01T03:16:19.000Z,"@Escaparatepolitico
@escaparate_oax
¶ú
31 dic. 2021","Exacto, para que, por fin, llegue el rescate de la Universidad Benito JuÇ­rez debe aplicarse la ley sin ver a quien.",,,2,1,[],https://twitter.com/escaparate_oax/status/1477116450439671808
12215,Gobierno Municipal de NezahualcÇüyotl,@GobNeza,2022-01-01T23:11:51.000Z,"Gobierno Municipal de NezahualcÇüyotl
@GobNeza
¶ú
1 ene. 2022","Conoce la nueva imagen de nuestro municipio, inspirada en NezahualcÇüyotl y en Benito JuÇ­rez, ambos destacados gobernantes que siempre lucharon por el bien de las mayorÇğas.",,6,4,34,"['https://pbs.twimg.com/profile_images/1633694254588477441/tL44Jbpr_normal.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1477416171276226567/pu/img/KBz40FKpKB6qaiFp.jpg']",https://twitter.com/GobNeza/status/1477417314807078918
12216,Latitud 21 #SigamosCuidandonos,@Latitud21mx,2022-01-01T23:54:52.000Z,"Latitud 21 #SigamosCuidandonos
@Latitud21mx
¶ú
1 ene. 2022","LLAMA GOBIERNO DE BENITO JUÇREZ A REFORZAR PROTOCOLOS SANITARIOS

ƒ?½ La sana distancia, uso de cubrebocas y gel antibacterial, asÇğ como respeto de aforos deben mantenerse como hÇ­bitos permanentes. 

 https://facebook.com/257476274371930/posts/4583760548410126/?d=nƒ?İ",Ğ???,,1,,['https://pbs.twimg.com/media/FIDhEDlXEAMDE5N?format=jpg&name=small'],https://twitter.com/Latitud21mx/status/1477428141450797061
12217,Revista BrÇ§jula #SigamosCuidandonos,@ProyectoBrujula,2022-01-01T18:04:26.000Z,"Revista BrÇ§jula #SigamosCuidandonos
@ProyectoBrujula
¶ú
1 ene. 2022","EN BENITO JUÇREZ INSTALARÇN CENTROS DE ACOPIO PARA ÇRBOLES DE NAVIDAD  
 
La DirecciÇün de EcologÇğa en coordinaciÇün con Servicios PÇ§blicos, anunciaron que a partir del 10 de enero se van a instalar con el  propÇüsito de darles un correcto destinoƒ?İ

 https://facebook.com/136069043182544/posts/4573543859435018/?d=nƒ?İ",Ğ??? Ğ???,,,1,['https://pbs.twimg.com/media/FICQ2sQXIAURQQc?format=jpg&name=small'],https://twitter.com/ProyectoBrujula/status/1477339950941184010
12218,infoqroo.com,@infoqroomex,2022-01-01T19:46:00.000Z,"infoqroo.com
@infoqroomex
¶ú
1 ene. 2022","El Ayuntamiento de Benito JuÇ­rez asegurÇü haber alcanzado este 2021 un gobierno #digital al facilitar diferentes #trÇ­mites a pequeÇños #negocios 

https://bit.ly/3sOfmgh",ƒ??,,,,[],https://twitter.com/infoqroomex/status/1477365509423312897
12219,@telediario,@telediario,2022-01-01T18:10:00.000Z,"@telediario
@telediario
¶ú
1 ene. 2022","Auto chocÇü con camioneta sobre avenida Benito JuÇ­rez en Escobedo; no hubo lesionados

https://bit.ly/3eJGZyJ",,,1,16,['https://pbs.twimg.com/media/FICNaCbXsAkr8eE?format=jpg&name=small'],https://twitter.com/telediario/status/1477341350433640460
12220,AlertasViales Toluca,@VialidadToluca,2022-01-01T22:56:00.000Z,"AlertasViales Toluca
@VialidadToluca
¶ú
1 ene. 2022","16:55  Buena circulaciÇün en Juan Çlvarez, de Benito JuÇ­rez a Pino SuÇ­rez.",,,,,[],https://twitter.com/VialidadToluca/status/1477413325956960262
12221,AlertasViales Toluca,@VialidadToluca,2022-01-01T16:15:17.000Z,"AlertasViales Toluca
@VialidadToluca
¶ú
1 ene. 2022",10:15  Av. JosÇ¸ MarÇğa Morelos presenta circulaciÇün vial favorable de Av. Benito JuÇ­rez a Josefa Ortiz de DomÇğnguez.,,,,,[],https://twitter.com/VialidadToluca/status/1477312483509604355
12222,CB TelevisiÇün,@cb_television,2022-01-01T21:05:55.000Z,"CB TelevisiÇün
@cb_television
¶ú
1 ene. 2022","#Morelia |  A pesar del incremento de casos por Covid-19 en la capital del estado, morelianos decidieron trasladar los festejos de AÇño Nuevo el zoolÇügico ¶®Benito JuÇ­rez¶¯. #CBTelevisiÇün",ƒ?­,1,,1,[],https://twitter.com/cb_television/status/1477385622490914821
12223,SecretarÇğa Particular de la Gobernadora,@SPQuintanaRoo,2022-01-01T00:09:33.000Z,"SecretarÇğa Particular de la Gobernadora
@SPQuintanaRoo
¶ú
31 dic. 2021","CarlosJoaquin: 
@maria_hom
 Hola MarÇğa, estamos aÇ§n en espera de mÇ­s dosis. En cuanto lleguen se los estarÇ¸ informando de inmediato, con esas dosis vamos a completar el refuerzo de adultos mayores en Solidaridad y Benito JuÇ­rez. ¶­Saludos y mis mejores deseos para 2022!",,,,,[],https://twitter.com/SPQuintanaRoo/status/1477069447802281985
12224,unomasuno MX,@unomasunomx,2022-01-01T23:46:51.000Z,"unomasuno MX
@unomasunomx
¶ú
1 ene. 2022",SSC rescatÇü serpiente en Benito JuÇ­rez https://unomasuno.com.mx/ssc-rescato-serpiente-en-benito-juarez/ƒ?İ,,,1,,[],https://twitter.com/unomasunomx/status/1477426124527476738
12225,Laura 4T porque yo amo a mi paÇğs!,@aguilarealsoyyo,2022-01-01T22:01:58.000Z,"Laura 4T porque yo amo a mi paÇğs!
@aguilarealsoyyo
¶ú
1 ene. 2022","En respuesta a 
@NANCYLEYVILLEG1",Ğ??¨ Ğ??û Ğ?? Ğ???,,1,1,[],https://twitter.com/aguilarealsoyyo/status/1477399728107175943
12226,Galu ComunicaciÇün,@GaluCancun,2022-01-01T17:00:23.000Z,"Galu ComunicaciÇün
@GaluCancun
¶ú
1 ene. 2022","Varias dependencias del Ayuntamiento de Benito JuÇ­rez sumaron esfuerzos para expresar su rechazo a la violencia contra las mujeres, mediante #murales http://ow.ly/GLC930s5HBL",,,,,[],https://twitter.com/GaluCancun/status/1477323831886987268
12227,Cruz Roja CDMX,@CruzRoja_CDMX,2022-01-01T16:16:12.000Z,"Cruz Roja CDMX
@CruzRoja_CDMX
¶ú
1 ene. 2022","Un #accidente de #trÇ­nsito en  Av #Patriotismo,  #Santa #MarÇğa #Nonoalco,  #Benito #JuÇ­rez fue reportado a la #CruzRojaMexicana, te recomendamos tener cuidado al transitar en esa zona",,,,1,[],https://twitter.com/CruzRoja_CDMX/status/1477312710576680970
12228,El Sol de Durango,@ElSoldeDurango,2022-01-01T20:40:00.000Z,"El Sol de Durango
@ElSoldeDurango
¶ú
1 ene. 2022","El 1 de enero de 1989, empezÇü a funcionar el municipio libre y soberano de Nuevo Ideal, con el abanderamiento, corte de listÇün inaugural y ceremonia cÇğvica en la plaza Benito JuÇ­rez.
https://bit.ly/3Hpjkjp",,,,,[],https://twitter.com/ElSoldeDurango/status/1477379099349897219
12229,Tv Azteca Jalisco,@TVAztecaJalisco,2022-01-01T16:07:24.000Z,"Tv Azteca Jalisco
@TVAztecaJalisco
¶ú
1 ene. 2022","#IMPORTANTE  Durante la noche del 31 y madrugada del 01 de enero de 2022. Bomberos extinguieron 24 fogatas en las colonias Benito JuÇ­rez, Blanco y CuÇ¸llar, Ferrocarril, Francisco Villa, HuentitÇ­n, La Esperanza, Lagos de Oriente, LÇüpez Portillo, Oblatos, entre otras.",Ğ??ï,,,3,"['https://pbs.twimg.com/media/FIB2EBsXoAQ_rU7?format=jpg&name=small', 'https://pbs.twimg.com/media/FIB2EPlX0AAbo3X?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FIB2EcUXIAMcAuk?format=jpg&name=360x360']",https://twitter.com/TVAztecaJalisco/status/1477310499314356227
12230,SecretarÇğa de GestiÇün Integral de Riesgos y PC,@SGIRPC_CDMX,2022-01-01T18:11:07.000Z,"SecretarÇğa de GestiÇün Integral de Riesgos y PC
@SGIRPC_CDMX
¶ú
1 ene. 2022","En LÇüpez Portillo y Benito JuÇ­rez, Col. Consejo Agrarista Mexicano, 
@Alc_Iztapalapa
, se registrÇü un incendio de pasto seco y hojarasca al interior de un lote baldÇğo. En coordinaciÇün con 
@Bomberos_CDMX
 fue sofocado; sin lesionados. #TrabajandoJuntos #LaPrevenciÇünEsNuestraFuerza",,,,10,['https://pbs.twimg.com/media/FICSYJ7WYAY2Agr?format=jpg&name=small'],https://twitter.com/SGIRPC_CDMX/status/1477341632336994308
12231,CDMXenlaRed.com,@CDMXenlared,2022-01-01T01:33:40.000Z,"CDMXenlaRed.com
@CDMXenlared
¶ú
31 dic. 2021","VIDEO  PolicÇğa CDMX rescata Cacomixtle atrapado en una ventana de la Benito JuÇ­rez... #SSC #PolicÇğaCDMX #BVA #Animales #Cacomixtle 

https://cdmxenlared.com/2021/12/31/video-policia-rescata-cacomixtle-atrapado-benito-juarez-cdmx/ƒ?İ",Ğ??ı Ğ?İù Ğ???,,,2,[],https://twitter.com/CDMXenlared/status/1477090617687687168
12232,Ayto Benito JuÇ­rez,@AytoCancun,2022-01-01T06:01:00.000Z,"Ayto Benito JuÇ­rez
@AytoCancun
¶ú
1 ene. 2022","El Ayuntamiento de Benito JuÇ­rez y la Presidenta Municipal 
@MaraLezama
, les desea a todas y todos los #BenitoJuarenses un aÇño de prosperidad, salud, paz y armonÇğa.

¶­Que se cumplan todos sus sueÇños!

Por un 2022 prÇüspero, mantengamos #VivaLaEsperanza.",,,2,9,['https://pbs.twimg.com/media/FHKpkTyWUAE4u6e?format=jpg&name=small'],https://twitter.com/AytoCancun/status/1477157892423929857
12233,El Imparcial de Oaxaca,@ImparcialOaxaca,2022-01-01T19:00:37.000Z,"El Imparcial de Oaxaca
@ImparcialOaxaca
¶ú
1 ene. 2022",#LoMÇ­sLeÇğdo | Eduardo MartÇğnez es seÇñalado por el presunto desfalco por 90 millones de pesos contra la Universidad AutÇünoma Benito JuÇ­rez de #Oaxaca  https://bit.ly/3HsRdjf,Ğ??ı,,,,[],https://twitter.com/ImparcialOaxaca/status/1477354088379699204
12234,ADN Sureste,@adn_sureste,2022-01-01T17:00:07.000Z,"ADN Sureste
@adn_sureste
¶ú
1 ene. 2022",¶¨CuÇ­nto dinero recibirÇ­n en el prÇüximo pago de la beca Bienestar Benito JuÇ­rez? (11:00 h),,,,1,[],https://twitter.com/adn_sureste/status/1477323766250287105
12235,NMÇ­s,@nmas,2022-01-01T17:03:41.000Z,"NMÇ­s
@nmas
¶ú
1 ene. 2022","Una camioneta volcÇü tras ser impactada por otro vehÇğculo en la colonia San Pedro de los Pinos, alcaldÇğa Benito JuÇ­rez, en Ciudad de MÇ¸xico; no se reportaron personas lesionadas",,,1,9,['https://pbs.twimg.com/card_img/1645828058979475456/UBXFIoxb?format=png&name=small'],https://twitter.com/nmas/status/1477324663529394184
12236,TITA,@titaelizondo,2022-01-02T11:51:34.000Z,"TITA
@titaelizondo
¶ú
2 ene. 2022","SabÇğas que... Un dÇğa como hoy..
1871. Muere Margarita Maza, esposa del Presidente Benito JuÇ­rez.
 1902. El Presidente Porfirio DÇğaz coloca la primera piedra del monumento a la Independencia.
1915. Venustiano Carranza, expide la Ley del Divorcio.

Buenos dÇğas!!",,8,5,75,['https://pbs.twimg.com/media/FIGFGnRVIAEvK08?format=jpg&name=small'],https://twitter.com/titaelizondo/status/1477608503564984320
12237,silvia sevilla,@ssevilla57,2022-01-02T02:37:43.000Z,"silvia sevilla
@ssevilla57
¶ú
1 ene. 2022","Empezando el aÇño y haciendo corajes, cÇümo es posible que los mayores de 60 aÇños que viven en la AlcaldÇğa Benito JuÇ­rez tengan que ir a vacunarse al Campo Marte, se ve que el Gobierno Federal le trae ojeriza a dicha AlcaldÇğa, porque siempre gana el PAN y segÇ§n esto por ser Fifis.",,1,9,27,[],https://twitter.com/ssevilla57/status/1477469121990340608
12238,Merlina_eoo,@Merlina_eoo,2022-01-02T02:34:25.000Z,"Merlina_eoo
@Merlina_eoo
¶ú
1 ene. 2022","Y comenzamos bien el aÇño.
La fuga de agua sigue, esto en calle Narciso Mendoza esquina con Ignacio RamÇğrez en la colonia Miguel Hidalgo 3¶ø secciÇün entre calle Francisco I. Madero y Benito JuÇ­rez.
@SacmexCDMX
 
@TlalpanAl
 
@alfagonzalezm
@TlalpanVecinos
 
@TlalpanCivico",Ğ?Ÿ Ğ?Ÿ,4,5,5,['https://pbs.twimg.com/media/FIEFlSzUcAAS1Fx?format=jpg&name=900x900'],https://twitter.com/Merlina_eoo/status/1477468292705144835
12239,Montaro Tapia,@Montaro4x4,2022-01-02T21:44:15.000Z,"Montaro Tapia
@Montaro4x4
¶ú
2 ene. 2022","Respondiendo a 
@felocru7
 @Viri_Rios
 y 2 mÇ­s",Ğ??,,,5,[],https://twitter.com/Montaro4x4/status/1477757659084431367
12240,COBAEM,@COBAEMex,2022-01-02T14:00:01.000Z,"COBAEM
@COBAEMex
¶ú
2 ene. 2022","#UnDÇğaComoHoy en 1871, muriÇü Margarita Maza de JuÇ­rez, esposa del Presidente Benito JuÇ­rez. Por la importancia que tuvo al apoyar al presidente JuÇ­rez y su contribuciÇün al desarrollo del paÇğs, su nombre fue inscrito en la CÇ­mara de Diputados en 1966.",,,14,21,['https://pbs.twimg.com/media/FHOpgiRXsAUFbFB?format=jpg&name=small'],https://twitter.com/COBAEMex/status/1477640828650594306
12241,AC NOTICIAS,@acnoticiasmx,2022-01-02T20:38:52.000Z,"AC NOTICIAS
@acnoticiasmx
¶ú
2 ene. 2022","El 4 de enero reiniciarÇ­ la aplicaciÇün de dosis de refuerzo de la vacuna contra #COVID19 para personas mayores de 60 aÇños de las alcaldÇğas Benito JuÇ­rez, Gustavo A. Madero, Iztacalco, Iztapalapa y Venustiano Carranza.",,,2,4,['https://pbs.twimg.com/media/FIH9ypdXoAsiBeY?format=jpg&name=small'],https://twitter.com/acnoticiasmx/status/1477741204011991048
12242,El antichairo de Dinamarca,@armartr,2022-01-02T02:24:38.000Z,"El antichairo de Dinamarca
@armartr
¶ú
1 ene. 2022","En respuesta a 
@luisghernan
 y 
@LillyTellez",,,,3,[],https://twitter.com/armartr/status/1477465829595926528
12243,INEHRM,@INEHRM,2022-01-02T21:00:00.000Z,"INEHRM
@INEHRM
¶ú
2 ene. 2022","#SabÇğasQue

2-enero-1871 

Hace 151 aÇños muriÇü Margarita Maza, esposa del presidente Benito JuÇ­rez. Sus restos se encuentran en el Museo PanteÇün de San Fernando, #Ciudad de MÇ¸xico. Lee ƒ??Margarita Maza. La vida de una mexicana en su momento histÇüricoƒ?, en: https://bit.ly/3lLA9wj",,3,19,38,['https://pbs.twimg.com/media/FGwpgK3XIA0vy9t?format=png&name=small'],https://twitter.com/INEHRM/status/1477746521886150666
12244,El PÇ­jaro Vaquero,@PajaroVaquero,2022-01-02T22:06:06.000Z,"El PÇ­jaro Vaquero
@PajaroVaquero
¶ú
2 ene. 2022","El ex rector de la Universidad AutÇünoma ƒ??Benito JuÇ­rezƒ? de Oaxaca (UABJO), Eduardo MartÇğnez Helmes, asegurÇü que su detenciÇün ƒ??no tiene otro fin mÇ­s que tratar de generar un clima de caosƒ? al interior de la universidad.
https://elpajarovaquero.com/generar-clima-de-caos-en-la-uabjo-el-motivo-de-su-detencion-asegura-martinez-helmes/ƒ?İ",,,1,1,[],https://twitter.com/PajaroVaquero/status/1477763155086479360
