,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
8620,De Peso,@DePeso_,2021-10-01T03:15:01.000Z,"De Peso
@DePeso_
∂˙
30 sept. 2021",#AlMomento #Canc«ßn  Se registra otro ataque armado; pobladores temerosos de que siguen los balazos en calles de Benito Ju«≠rez. http://bit.ly/3CSX1QS,,,5,4,[],https://twitter.com/DePeso_/status/1443776439879442434
8621,El Principito,@ElPrincipitoTW,2021-10-01T03:36:04.000Z,"El Principito
@ElPrincipitoTW
∂˙
30 sept. 2021","El Senado paga maestr«as y doctorados de legisladores, $166k por cabeza para 20 senadores. Casi 4M
Eso no es dinero regalado? o solo las Becas Benito Ju«≠rez? Y que lindo el Senado que se gasta el presupuesto en los Senadores, que tienen fondos para pagarse el doctorado. Chulitos.",,2,,3,"['https://pbs.twimg.com/media/FAlVddkUUAY4xYO?format=png&name=small', 'https://pbs.twimg.com/media/FAlV542VUAYcT4G?format=png&name=360x360', 'https://pbs.twimg.com/media/FAlXIsCVcAQAa-t?format=png&name=small']",https://twitter.com/ElPrincipitoTW/status/1443781737033592833
8622,LigaBBVAFemenil,@LigaBBVAFemenil,2021-10-01T22:30:10.000Z,"LigaBBVAFemenil
@LigaBBVAFemenil
∂˙
1 oct. 2021","#AgendaFutbol«stica  Jornada 11 #GritaM«∏xicoA21
@FemenilFcJuarez
  @ClubSantosFem
 

 | Lunes 4 de Octubre
 | 21:00 hrs
 | Estadio O. Benito Ju«≠rez
 | 
@TUDNMEX
 

#VamosPorEllas #TuVidaNoEsUnJuego",–??? –??? –??? –??? –?è? –??ß É?´ –???,,6,25,['https://pbs.twimg.com/media/FApbaXmXEAcd3sb?format=jpg&name=small'],https://twitter.com/LigaBBVAFemenil/status/1444067141263757312
8623,j.p.,@JosePriego,2021-10-01T15:50:10.000Z,"j.p.
@JosePriego
∂˙
1 oct. 2021",Que piense que Benito Ju«≠rez fue un buen presidente de M«∏xico ,–??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏,,,10,['https://pbs.twimg.com/profile_images/1637894175893999639/A1tVbQBb_normal.jpg'],https://twitter.com/JosePriego/status/1443966479486103556
8624,Santiago Creel,@SantiagoCreelM,2021-10-01T16:42:35.000Z,"Santiago Creel
@SantiagoCreelM
∂˙
1 oct. 2021","Con 
@STaboadaMx
 y su visi«¸n de futuro, la alcald«a Benito Ju«≠rez seguir«≠ avanzando.

∂≠Mucho «∏xito!",,4,18,76,[],https://twitter.com/SantiagoCreelM/status/1443979668512808976
8625,Maria,@maria_butronrez,2021-10-01T04:26:35.000Z,"Maria
@maria_butronrez
∂˙
30 sept. 2021","En respuesta a 
@ArneTheFarmer
 y 
@A_ausdenRuthen",,1,3,12,[],https://twitter.com/maria_butronrez/status/1443794447284817921
8626,Alaska Young,@DianaAramburo2,2021-10-01T21:51:29.000Z,"Alaska Young
@DianaAramburo2
∂˙
1 oct. 2021","Mmmm difiero un poco, no creo que haya sido el mejor pero tampoco es un villano, tal vez L«≠zaro C«≠rdenas fue de los mejorcitos, pero porfa no romanticemos a Benito Ju«≠rez ese si no  ",–??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏,,2,17,['https://pbs.twimg.com/profile_images/1637894175893999639/A1tVbQBb_normal.jpg'],https://twitter.com/DianaAramburo2/status/1444057405617283073
8627,Ernesto S«≠nchez Correa,@ErnestoSC10,2021-10-01T18:32:14.000Z,"Ernesto S«≠nchez Correa
@ErnestoSC10
∂˙
1 oct. 2021","La alcald«a de la CDMX con el nombre de Benito Ju«≠rez ir«¸nicamente es un basti«¸n del PAN, lo que son las cosas ",–???,,,3,[],https://twitter.com/ErnestoSC10/status/1444007264302555144
8628,Cam Mart«nez,@CamMttz,2021-10-01T20:30:14.000Z,"Cam Mart«nez
@CamMttz
∂˙
1 oct. 2021","Comentan por ah« que en Benito Ju«≠rez a la Alcald«a le dio terror que las concejal«as les dijeran sus verdades en la sesi«¸n de toma de protesta, no se preocupe 
@STaboadaMx
 , en la oposici«¸n construimos y tomamos sin permiso los espacios para visibilizar sus negligencias.",,7,26,104,[],https://twitter.com/CamMttz/status/1444036959454728192
8629,Fiscal«a General del Estado de Quintana Roo,@FGEQuintanaRoo,2021-10-01T03:27:35.000Z,"Fiscal«a General del Estado de Quintana Roo
@FGEQuintanaRoo
∂˙
30 sept. 2021","Polic«as de investigaci«¸n de la 
@FGEQuintanaRoo
 cumplimentaron una orden de cateo -obsequiada por un juez de control- en una casa ubicada en la supermanzana 41 del municipio de Benito Ju«≠rez. Al interior fueron localizados paquetes con hierba seca (1/2)",,2,5,7,"['https://pbs.twimg.com/media/FAlV492XoAMBvef?format=jpg&name=small', 'https://pbs.twimg.com/media/FAlV4_pXIAIQUpB?format=jpg&name=small']",https://twitter.com/FGEQuintanaRoo/status/1443779598999752707
8630,@LetraRoja,@LetraRoja,2021-10-01T19:53:29.000Z,"@LetraRoja
@LetraRoja2
∂˙
1 oct. 2021","ALERTA AMARILLA  
Saquen sus paraguas, se espera lluvia en las alcald«as: «Ålvaro Obreg«¸n, Benito Ju«≠rez, Coyoac«≠n, Cuajimalpa, Iztapalapa, Magdalena Contreras, Milpa Alta, Tl«≠huac, Tlalpan y Xochimilco",–??≠,,,2,[],https://twitter.com/LetraRoja2/status/1444027710481764367
8631,Changoonga.com,@michangoonga,2021-10-01T16:11:44.000Z,"Changoonga.com
@michangoonga
∂˙
1 oct. 2021","#ChangoongaVial Mucha Gente Y Tr«≠fico En Toma De Protesta de Bedolla
Las Calles Guillermo, y Benito Ju«≠rez con bastante carga vehicular, por el cierre realizado para el acceso a la toma de protesta de Alfredo Ram«rez Bedolla como gobernador de Michoac«≠n.",–??ı –??ı,,2,6,['https://pbs.twimg.com/ext_tw_video_thumb/1443970701212495873/pu/img/UwhSDRn3rt4EkBI0.jpg'],https://twitter.com/michangoonga/status/1443971906647072774
8632,El Heraldo de M«∏xico,@heraldodemexico,2021-10-01T17:52:23.000Z,"El Heraldo de M«∏xico
@heraldodemexico
∂˙
1 oct. 2021",".
@STaboadaMx
 protesta como alcalde de Benito Ju«≠rez",,1,13,34,[],https://twitter.com/heraldodemexico/status/1443997234257874945
8633,Armando Herrera,@armandoextremo,2021-10-01T01:43:53.000Z,"Armando Herrera
@armandoextremo
∂˙
30 sept. 2021","No menciona 
@lopezobrador_
 las leyes de reforma como causa; las matanzas perpetradas durante el r«∏gimen de Benito Ju«≠rez, entre otras, B«≠cum con 550 ind«genas mayos y yaquis calcinados y los 800 tzotziles y tzeltales; y las campa«Òas de exterminio en 1916-1929, y  1926-1929.",,1,23,70,['https://pbs.twimg.com/profile_images/1616969589832777728/2yLN4QOK_normal.jpg'],https://twitter.com/armandoextremo/status/1443753501520109568
8634,La Barra Noticias,@enlabarra,2021-10-01T01:22:49.000Z,"La Barra Noticias
@enlabarra
∂˙
30 sept. 2021","#Campeche | ∂≠Esta es la herencia de Eliseo Fern«≠ndez para la nueva alcaldesa de Campeche! Baches en pavimento de concreto hidr«≠ulico y derrame de agua sobre la calle 108, entre calle 105 y Benito Ju«≠rez, de la colonia Bellavista; representa un peligro.",,1,2,2,['https://pbs.twimg.com/ext_tw_video_thumb/1443748030226763778/pu/img/q9e0QlNgImWl6yTg.jpg'],https://twitter.com/enlabarra/status/1443748202331656195
8635,Viridiana Lorelei,@VLorelei,2021-10-01T16:43:28.000Z,"Viridiana Lorelei
@VLorelei
∂˙
1 oct. 2021","No me quiero perder la oportunidad de felicitar a mi amiga 
@MaraLezama
 por su toma de protesta como Presidenta Municipal de Benito Ju«≠rez, Quintana Roo. 

∂≠La 4T va de la mano de mujeres incre«bles! ",–???,,2,18,['https://pbs.twimg.com/media/FAoMDR3XoAcY2wm?format=jpg&name=small'],https://twitter.com/VLorelei/status/1443979890257182723
8636,Pedro C. Pi«Òa Loredo,@PedroPinaLoredo,2021-10-01T02:27:08.000Z,"Pedro C. Pi«Òa Loredo
@PedroPinaLoredo
∂˙
30 sept. 2021","Ma«Òana...a trav«∏s de Canal 8 de 
@TelevisaMty
.
@fcjuarezoficial
 vs. 
@Rayados
 
Con la narraci«¸n de 
@Antonio_Nelli
.

Estadio Ol«mpico Benito Ju«≠rez
Desde las 20:55 horas
Partido de la Jornada 12 de la 
@LigaBBVAMX
.",,,2,14,['https://pbs.twimg.com/media/FAfMB07XoAgR7bP?format=jpg&name=small'],https://twitter.com/PedroPinaLoredo/status/1443764389082013698
8637,Pedro C. Pi«Òa Loredo,@PedroPinaLoredo,2021-10-01T20:45:29.000Z,"Pedro C. Pi«Òa Loredo
@PedroPinaLoredo
∂˙
1 oct. 2021","Se acerca la hora, hoy..a trav«∏s de Canal 8 de 
@TelevisaMty
.
@fcjuarezoficial
 vs. 
@Rayados
 
Con la narraci«¸n de 
@Antonio_Nelli
.

Estadio Ol«mpico Benito Ju«≠rez
Desde las 20:55 horas
Partido de la Jornada 12 de la 
@LigaBBVAMX
.",,,4,12,['https://pbs.twimg.com/media/FAfMB07XoAgR7bP?format=jpg&name=small'],https://twitter.com/PedroPinaLoredo/status/1444040797817552902
8638,Liz S«≠nchez,@LizSanchezSM,2021-10-01T02:25:25.000Z,"Liz S«≠nchez
@LizSanchezSM
∂˙
30 sept. 2021","Tambi«∏n visitamos San Miguel Espejo, Nochebuena, Xahuencuitlapan, Ojocotal, Benito Ju«≠rez..
#GobiernoCercanoAlaGente",,1,2,13,"['https://pbs.twimg.com/profile_images/1553163413609762817/L0ectizB_normal.jpg', 'https://pbs.twimg.com/media/FAjrXXSX0AEkZlA?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FAjrZliWQAATyLX?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FAjrb-SX0AswFGL?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FAjrdvoWUAYYlxJ?format=jpg&name=360x360']",https://twitter.com/LizSanchezSM/status/1443763957613879299
8639,Ayto Benito Ju«≠rez,@AytoCancun,2021-10-01T20:36:05.000Z,"Ayto Benito Ju«≠rez
@AytoCancun
∂˙
1 oct. 2021","Benito Ju«≠rez se suma a campa«Òa nacional y estatal de asesoramiento notarial gratuito.

#D«aInternacionalDelNotario",,,1,7,"['https://pbs.twimg.com/profile_images/1598783454321250328/UwUbOwV9_normal.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1444014662828249090/pu/img/cFOvs3XtfdJ-8c4j.jpg']",https://twitter.com/AytoCancun/status/1444038429197668359
8640,Dr. Carla Espa«Òa,@ProfesoraEspana,2021-10-01T03:28:47.000Z,"Dr. Carla Espa«Òa
@ProfesoraEspana
∂˙
30 sept. 2021","@TatyanaKleyn
 (""Living, Learning, and Languaging Across Borders: Students Between the US and Mexico"" book out today) and Yauzin Mart«nez Garc«a (Universidad Aut«¸noma Benito Ju«≠rez de Oaxaca) will also present at the #LanguageSeries2021
Join us!
http://bankstreet.edu/ls 
6/",,2,1,4,"['https://pbs.twimg.com/media/FAlTTaYWUA4-AT9?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FAlU4EQXEAEhKc0?format=jpg&name=small']",https://twitter.com/ProfesoraEspana/status/1443779904303157254
8641,BecasBenito,@BecasBenito,2021-10-01T14:00:01.000Z,"BecasBenito
@BecasBenito
∂˙
1 oct. 2021","Si tu familia recibe la Beca de #Educaci«¸nB«≠sica para el Bienestar Benito Ju«≠rez a trav«∏s de Tarjeta del 
@bbienestarmx
, lee la siguiente informaci«¸n.

Tu BECA EST«Å SEGURA.
El dinero ya est«≠ en tu cuenta y nadie, excepto t«ß, puede disponer de «∏l

∂®Dudas?
Llama al 55 1162 0300",É?ù –???,7,8,38,['https://pbs.twimg.com/media/FAZQ2RzUUAI56Pv?format=png&name=900x900'],https://twitter.com/BecasBenito/status/1443938756130660357
8642,El Soberano,@ElSoberanoMX,2021-10-01T21:07:37.000Z,"El Soberano
@ElSoberanoMX
∂˙
1 oct. 2021","Tras tomar protesta como nuevos concejales de la Benito Ju«≠rez, 
@antonio_dia
, 
@tahipat
 y 
@QuiqueTamayo
 exigieron al alcalde panista 
@STaboadaMx
 cumplir sus promesas de campa«Òa, luego de que en su anterior administraci«¸n solo cumpliera 7 de 56 compromisos.",,2,36,47,[],https://twitter.com/ElSoberanoMX/status/1444046368151113738
8643,Exc«∏lsior,@Excelsior,2021-10-01T16:11:40.000Z,"Exc«∏lsior
@Excelsior
∂˙
1 oct. 2021","""Muy contento, muy agradecido con los vecinos de Benito Ju«≠rez, porque nos dieron la confianza inclusive mucha m«≠s confianza de la que nos dieron en 2018"": 
@STaboadaMx
.",,1,26,71,[],https://twitter.com/Excelsior/status/1443971889525923851
8644,Vaal|| Pecesito Track 2,@vaaleriagtz6,2021-10-01T16:11:36.000Z,"Vaal|| Pecesito Track 2
@vaaleriagtz6
∂˙
1 oct. 2021","Qu«∏ pedo 
@saludjalisco
 @GobiernoJalisco
  la fila de la vacuna del auditorio Benito Ju«≠rez est«≠ detenida  ∂®donde est«≠ su buena organizaci«¸n?",–?ê? –??≠,,,76,[],https://twitter.com/vaaleriagtz6/status/1443971870680760323
8645,Eban Anaya,@kekwai,2021-10-01T22:46:43.000Z,"Eban Anaya
@kekwai
∂˙
1 oct. 2021","En respuesta a 
@juanburgos
 y 
@AICM_mx",,,,7,[],https://twitter.com/kekwai/status/1444071307625353227
8646,Luis Mendoza Acevedo,@LuisMendozaBJ,2021-10-01T20:10:14.000Z,"Luis Mendoza Acevedo
@LuisMendozaBJ
∂˙
1 oct. 2021","Felicidades 
@STaboadaMx
 quienes vivimos en 
@BJAlcaldia
 sabemos de tu capacidad y compromiso para seguir haciendo de Benito Ju«≠rez el mejor lugar para vivir. Mucho «∏xito a ti y a tu equipo para continuidad con la encomienda. Cuenta con nuestro apoyo desde 
@Mx_Diputados",,,14,49,['https://pbs.twimg.com/media/FAo7YM9VQAAF9E_?format=jpg&name=small'],https://twitter.com/LuisMendozaBJ/status/1444031923471335426
8647,Itzel Cruz Alan«s,@i_alaniis,2021-10-01T21:32:05.000Z,"Itzel Cruz Alan«s
@i_alaniis
∂˙
1 oct. 2021","DENUNCIAN PRESENCIA DE ARTEFACTO EXPLOSIVO EN EDIFICIO DE 
@BJAlcaldia
 

Vaya susto que se llevaron los vecinos del n«ßmero 82 de Municipio Libre por una paqueter«a sin remitente de la que sal«an lucen 

Al punto lleg«¸ 
@SSC_CDMX
 y PC Benito Ju«≠rez 

∂≠ERA UNA LUZ PARA BICICLETA!",,1,13,91,['https://pbs.twimg.com/ext_tw_video_thumb/1444052386721320962/pu/img/wgVe9mnDqTwBmk1L.jpg'],https://twitter.com/i_alaniis/status/1444052521803079683
8648,Fiscal«a CDMX,@FiscaliaCDMX,2021-10-01T17:54:38.000Z,"Fiscal«a CDMX
@FiscaliaCDMX
∂˙
1 oct. 2021","Obtiene #FGJCDMX prisi«¸n preventiva contra una mujer y un hombre, por su probable participaci«¸n en el delito de robo a transe«ßnte con violencia en calles de la alcald«a Benito Ju«≠rez https://bit.ly/39Ufu2P 
@DDMexico
 @CapitalMexico
 @ReformaJusticia
 @QuadratinMexico
 @ElBigDataMx",,,,7,"['https://pbs.twimg.com/media/FAocI1zVUAArx1f?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FAocL4nVcAUQGL9?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FAocMnYUYAEyUgm?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FAocNQxUYAIZGoK?format=jpg&name=small']",https://twitter.com/FiscaliaCDMX/status/1443997801579311109
8649,El Heraldo de Puebla,@HeraldoPue,2021-10-01T02:06:02.000Z,"El Heraldo de Puebla
@HeraldoPue
∂˙
30 sept. 2021","El presidente municipal electo 
@MundoTlatehui_
  recorri«¸ las escuelas Preescolar Francisco M«≠rquez, Primaria Benito Ju«≠rez y Secundaria 24 de febrero 
Checa los detalles 
https://heraldodepuebla.com/2021/09/30/en-concepcion-guadalupe-tlatehui-ofrece-gobierno-cercano/É?›",–???,,,2,[],https://twitter.com/HeraldoPue/status/1443759078216331308
8650,Secretar«a de Salud de la Ciudad de M«∏xico,@SSaludCdMx,2021-10-01T02:46:11.000Z,"Secretar«a de Salud de la Ciudad de M«∏xico
@SSaludCdMx
∂˙
30 sept. 2021","En respuesta a 
@reflek_t0r",,,2,14,[],https://twitter.com/SSaludCdMx/status/1443769183620186117
8651,Exc«∏lsior,@Excelsior,2021-10-01T21:41:00.000Z,"Exc«∏lsior
@Excelsior
∂˙
1 oct. 2021","El alcalde 
@STaboadaMx
 rindi«¸ protesta ante el pleno del Congreso de la #CDMX para encabezar, por segunda ocasi«¸n, los trabajos en la Alcald«a Benito Ju«≠rez para el periodo 2021 É?? 2024.

https://bit.ly/3D5bR72",,,,13,[],https://twitter.com/Excelsior/status/1444054766481514499
8652,El Heraldo de M«∏xico,@heraldodemexico,2021-10-01T01:26:51.000Z,"El Heraldo de M«∏xico
@heraldodemexico
∂˙
30 sept. 2021","#Rep«ßblicaH con 
@Cachoperiodista
 | Incendio en el ""Baby O"" de Acapulco | Tomas de protesta en Benito Ju«≠rez, Guadalajara, Zapopan y Monterrey | Platicaremos con Mauricio Kuri 
@makugo
 | https://twitter.com/i/broadcasts/1zqKVBQrwEdKBÉ?›",,,2,4,[],https://twitter.com/heraldodemexico/status/1443749217697091594
8653,ESPN.com.mx,@ESPNmx,2021-10-02T03:59:16.000Z,"ESPN.com.mx
@ESPNmx
∂˙
1 oct. 2021","∂≠QU«? VICTORIA EN LA FRONTERA! 

Monterrey no pudo ante un contundente equipo de Bravos que impuso sus condiciones en el Benito Ju«≠rez 

Rayados deja ir la oportunidad del liderato y se mantiene segundo de la general 

https://bit.ly/3zZwaAF",–??æ –??Ò –??æ –??? –???,7,14,186,['https://pbs.twimg.com/media/FAqmMhRVcAEC7B9?format=jpg&name=small'],https://twitter.com/ESPNmx/status/1444149961390637056
8654,patty_ma,@patty_ma1,2021-10-02T19:23:49.000Z,"patty_ma
@patty_ma1
∂˙
2 oct. 2021",Que diga que el Emperador Maximiliano es una pobre v«ctima de Benito Ju«≠rez,–??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏ –??∏,,1,2,[],https://twitter.com/patty_ma1/status/1444382633115328514
8655,nana,@NattCepeda,2021-10-02T00:18:39.000Z,"nana
@NattCepeda
∂˙
1 oct. 2021","En respuesta a 
@MariaRom2811",,1,,3,[],https://twitter.com/NattCepeda/status/1444094443469119488
